PID,Name,Full Name,Alias,DOB,Age,Nationality_ID,Debut_year,Gender,Last_Known_team,Last_Known_Team_ID,Last_Sold_Price,Retire_status
90467,RD Gaikwad,Ruturaj Gaikwad,,1997-01-31,26,80006,2019,Male,Chennai Super Kings,50003,60000000,No
90468,RE Levi,Richard Levi,,1988-01-14,35,80016,2012,Male,Mumbai Indians,50005,2513500,Yes
90469,RE van der Merwe,Roelof van der Merwe,,1984-12-31,38,80016,2009,Male,Chennai Super Kings,50003,2663500,Yes
90470,RG More,Ronit More,,1992-02-11,31,80006,2013,Male,Chennai Super Kings,50003,1000000,Yes
90471,RG Sharma,Rohit Sharma,,1993-06-28,29,80006,2008,Male,Mumbai Indians,50005,150000000,No
90472,RJ Harris,Ryan Harris,,1979-10-11,43,80002,2009,Male,Punjab Kings,50009,17312750,Yes
90473,RJ Peterson,Robin Peterson,,1979-08-04,43,80016,2012,Male,Mumbai Indians,50005,5027000,Yes
90474,RJ Quiney,Rob Quiney,,1982-08-20,40,80002,2009,Male,Rajasthan Royals,50001,1473600,Yes
90475,RK Bhui,Ricky Bhui,,1996-09-29,26,80006,2014,Male,Chennai Super Kings,50003,2000000,Yes
90476,RK Singh,Rinku Singh,,1997-10-12,25,80006,2017,Male,Kolkata Knight Riders,50004,5500000,No
90477,RM Patidar,Rajat Patidar,,1993-06-01,29,80006,2021,Male,Royal Challengers Bangalore,50010,2000000,No
90478,RN ten Doeschate,Ryan ten Doeschate,,1980-06-30,42,80010,2011,Male,Kolkata Knight Riders,50004,10000000,Yes
90479,RP Meredith,Riley Meredith,,1996-06-21,26,80002,2021,Male,Mumbai Indians,50005,10000000,No
90480,RP Singh,R. P. Singh,,1985-12-06,37,80006,2008,Male,Rising Pune Supergiants,50015,3000000,Yes
90481,RR Bhatkal,Raju Bhatkal,,1985-09-01,37,80006,2009,Male,Royal Challengers Bangalore,50010,1000000,Yes
90482,RR Bose,Ranadeb Bose,,1979-02-27,44,80006,2008,Male,Mumbai Indians,50005,1200000,Yes
90483,RR Pant,Rishabh Pant,,1997-10-04,25,80006,2016,Male,Delhi Capitals,50008,160000000,No
90484,RR Powar,Ramesh Powar,,1978-05-20,44,80006,2008,Male,Punjab Kings,50009,7360000,Yes
90485,RR Raje,Rohan Raje,,1986-09-03,36,80006,2008,Male,Mumbai Indians,50005,400000,Yes
90486,RR Rossouw,Rilee Rossouw,,1989-10-09,33,80016,2011,Male,Royal Challengers Bangalore,50010,46000000,Yes
90487,RR Sarwan,Ramnaresh Sarwan,,1980-06-23,42,80020,2008,Male,Punjab Kings,50009,9036000,Yes
90488,RS Bopara,Ravi Bopara,,1985-05-04,37,80004,2009,Male,Sunrisers Hyderabad,50006,10000000,Yes
90489,RS Gavaskar,Rohan Gavaskar,,1976-02-20,47,80006,2010,Male,Kolkata Knight Riders,50004,1000000,Yes
90490,RS Sodhi,Reetinder Singh Sodhi,,1980-10-18,42,80006,2010,Male,Punjab Kings,50009,1200000,Yes
90491,RT Ponting,Ricky Ponting,,1974-12-19,48,80002,2008,Male,Mumbai Indians,50005,21308000,Yes
90492,RV Gomez,Raiphi Gomez,,1985-10-16,37,80006,2009,Male,Pune Warriors India,50014,1000000,Yes
90493,RV Patel,Ripal Patel,,1995-09-28,27,80006,2021,Male,Delhi Capitals,50008,2000000,No
90494,RV Uthappa,Robin Uthappa,,1985-11-11,37,80006,2008,Male,Chennai Super Kings,50003,20000000,No
90495,RW Price,Ray Price,,1976-06-12,46,80021,2011,Male,Mumbai Indians,50005,2300000,Yes
90496,S Anirudha,Anirudha Srikkanth,,1987-04-14,36,80006,2008,Male,Sunrisers Hyderabad,50006,2000000,Yes
90497,S Aravind,Sreenath Aravind,,1984-04-08,39,80006,2009,Male,Royal Challengers Bangalore,50010,1000000,Yes
90498,S Badree,Samuel Badree,,1981-03-09,42,80020,2012,Male,Royal Challengers Bangalore,50010,5000000,Yes
90499,S Badrinath,Subramaniam Badrinath,,1980-08-30,42,80006,2008,Male,Royal Challengers Bangalore,50010,3000000,Yes
90500,S Chanderpaul,Shivnarine Chanderpaul,,1974-08-16,48,80020,2008,Male,Royal Challengers Bangalore,50010,8032000,Yes
90501,S Dhawan,Shikhar Dhawan,,1985-12-05,37,80006,2008,Male,Punjab Kings,50009,82500000,No
90502,S Dube,Shivam Dube,,1993-06-26,29,80006,2019,Male,Chennai Super Kings,50003,40000000,No
90503,S Gopal,Shreyas Gopal,,1993-09-04,29,80006,2014,Male,Sunrisers Hyderabad,50006,7500000,No
90504,S Kaul,Siddarth Kaul,,1990-05-19,32,80006,2008,Male,Royal Challengers Bangalore,50010,38000000,Yes
90505,S Kaushik,Shivil Kaushik,,1995-09-07,27,80006,2016,Male,Gujarat Lions,50012,1000000,Yes
90506,S Ladda,Sarabjit Ladda,,1986-07-10,36,80006,2010,Male,Rajasthan Royals,50001,1000000,Yes
90507,S Lamichhane,Sandeep Lamichhane,,2000-08-02,22,80009,2018,Male,Sunrisers Hyderabad,50006,2000000,No
90508,S Midhun,Sudhesan Midhun,,1994-10-07,28,80006,2018,Male,Chennai Super Kings,50003,2000000,Yes
90509,S Nadeem,Shahbaz Nadeem,,1989-08-12,33,80006,2011,Male,Lucknow Super Giants,50011,5000000,No
90510,S Narwal,Sumit Narwal,,1982-04-16,40,80006,2008,Male,Kolkata Knight Riders,50004,1000000,Yes
90511,S Rana,Sachin Rana,,1984-09-18,38,80006,2009,Male,Royal Challengers Bangalore,50010,2000000,Yes
90512,S Randiv,Suraj Randiv,,1985-01-30,38,80017,2011,Male,Punjab Kings,50009,4021600,Yes
90513,S Sandeep Warrier,Sandeep Warrier,,1991-04-04,32,80006,2013,Male,Punjab Kings,50009,2000000,No
90514,S Sohal,Sunny Sohal,,1987-11-10,35,80006,2008,Male,Royal Challengers Bangalore,50010,1000000,Yes
90515,S Sreesanth,Sreesanth,,1983-02-06,40,80006,2008,Male,Chennai Super Kings,50003,18400000,Yes
90516,S Sriram,Sridharan Sriram,,1979-10-30,43,80006,2010,Male,Delhi Capitals,50008,3000000,Yes
90517,S Tyagi,Sudeep Tyagi,,1987-09-19,35,80006,2008,Male,Sunrisers Hyderabad,50006,4600000,Yes
90518,S Vidyut,Vidyut Sivaramakrishnan,,1981-12-03,41,80006,2008,Male,Chennai Super Kings,50003,1200000,Yes
90519,SA Abbott,Sean Abbott,,1992-02-29,31,80002,2015,Male,Sunrisers Hyderabad,50006,24000000,No
90520,SA Asnodkar,Swapnil Asnodkar,,1984-03-29,39,80006,2008,Male,Rajasthan Royals,50001,3000000,Yes
90521,SA Yadav,Suryakumar Yadav,,1990-09-14,32,80006,2011,Male,Mumbai Indians,50005,80000000,No
90522,Sachin Baby,Sachin Baby,,1988-12-18,34,80006,2013,Male,Royal Challengers Bangalore,50010,2000000,Yes
90523,Salman Butt,Salman Butt,,1984-10-07,38,80013,2008,Male,Kolkata Knight Riders,50004,4016000,Yes
90524,Sandeep Sharma,Sandeep Sharma,,1993-05-18,29,80006,2013,Male,Punjab Kings,50009,5000000,No
90525,SB Bangar,Sanjay Bangar,,1972-10-11,50,80006,2008,Male,Kolkata Knight Riders,50004,1200000,Yes
90526,SB Jakati,Shadab Jakati,,1980-11-27,42,80006,2008,Male,Kolkata Knight Riders,50004,2000000,Yes
90527,SB Joshi,Sunil Joshi,,1970-06-06,52,80006,2008,Male,Royal Challengers Bangalore,50010,1200000,Yes
90528,SB Styris,Scott Styris,,1975-07-10,47,80011,2008,Male,Chennai Super Kings,50003,10054000,Yes
90529,SB Wagh,Shrikant Wagh,,1988-10-09,34,80006,2010,Male,Pune Warriors India,50014,2000000,Yes
90530,SC Ganguly,Sourav Ganguly,,1972-07-08,50,80006,2008,Male,Pune Warriors India,50014,18400000,Yes
90531,SC Kuggeleijn,Scott Kuggeleijn,,1992-01-03,31,80011,2019,Male,Chennai Super Kings,50003,2000000,Yes
90532,SD Chitnis,Siddharth Chitnis,,1987-05-06,35,80006,2008,Male,Punjab Kings,50009,1000000,Yes
90533,SD Lad,Siddhesh Lad,,1986-07-10,36,80006,2015,Male,Rajasthan Royals,50001,2000000,Yes
90534,SE Bond,Shane Bond,,1975-06-07,47,80011,2010,Male,Kolkata Knight Riders,50004,34717500,Yes
90535,SE Marsh,Shaun Marsh,,1983-07-09,39,80002,2008,Male,Chennai Super Kings,50003,22000000,Yes
90536,SE Rutherford,Sherfane Rutherford,,1998-08-15,24,80020,2019,Male,Royal Challengers Bangalore,50010,10000000,No
90537,Shahbaz Ahmed,Shahbaz Ahmed,,1994-12-12,28,80006,2022,Male,Royal Challengers Bangalore,50010,24000000,No
90538,Shahid Afridi,Shahid Afridi,,1980-03-01,43,80013,2008,Male,Deccan Chargers,50002,27108000,Yes
90539,Shakib Al Hasan,Shakib Al Hasan,,1987-03-24,36,80003,2011,Male,Kolkata Knight Riders,50004,15000000,Yes
90540,Shashank Singh,Shashank Singh,,1991-11-21,31,80006,2017,Male,Sunrisers Hyderabad,50006,2000000,No
90541,Shivam Mavi,Shivam Mavi,,1998-11-26,24,80006,2018,Male,Gujarat Titans,50007,60000000,No
90542,Shivam Sharma,Shivam Sharma,,1993-09-09,29,80006,2014,Male,Punjab Kings,50009,1000000,Yes
90543,Shoaib Ahmed,Shoaib Ahmed,,1987-11-19,35,80006,2009,Male,Deccan Chargers,50002,736800,Yes
90544,Shoaib Akhtar,Shoaib Akhtar,,1975-08-13,47,80013,2008,Male,Kolkata Knight Riders,50004,17068000,Yes
90545,Shoaib Malik,Shoaib Malik,,1982-02-01,41,80013,2008,Male,Delhi Capitals,50008,20080000,Yes
90546,Shubman Gill,Shubman Gill,,1999-09-08,23,80006,2018,Male,Gujarat Titans,50007,80000000,No
90547,Simarjeet Singh,Simarjeet Singh,,1998-01-17,25,80006,2021,Male,Chennai Super Kings,50003,2000000,No
90548,SJ Srivastava,Shalabh Srivastava,,1981-09-22,41,80006,2010,Male,Punjab Kings,50009,3000000,Yes
90549,SK Raina,Suresh Raina,,1986-11-27,36,80006,2008,Male,Chennai Super Kings,50003,110000000,Yes
90550,SK Trivedi,Siddharth Trivedi,,1982-09-04,40,80006,2008,Male,Rajasthan Royals,50001,3000000,Yes
90551,SK Warne,Shane Warne,,1969-09-13,53,80002,2008,Male,Rajasthan Royals,50001,82800000,Yes
90552,SL Malinga,Lasith Malinga,,1983-08-28,39,80017,2008,Male,Mumbai Indians,50005,20000000,Yes
90553,SM Boland,Scott Boland,,1989-04-11,34,80002,2016,Male,Rising Pune Supergiants,50015,5000000,Yes
90554,SM Curran,Sam Curran,,1998-06-03,24,80004,2019,Male,Chennai Super Kings,50003,185000000,Yes
90555,SM Harwood,Shane Harwood,,1985-04-08,38,80002,2008,Male,Gujarat Lions,50012,982400,Yes
90556,SM Katich,Simon Katich,,1975-08-21,47,80002,2008,Male,Punjab Kings,50009,9824000,Yes
90557,SM Pollock,Shaun Pollock,,1973-07-16,49,80016,2008,Male,Mumbai Indians,50005,22088000,Yes
90558,SMSM Senanayake,Sachithra Senanayake,,1985-02-09,38,80017,2013,Male,Kolkata Knight Riders,50004,33293750,Yes
90559,SN Khan,Sarfaraz Khan,,1997-10-27,25,80006,2015,Male,Delhi Capitals,50008,2000000,No
90560,SN Thakur,Shardul Thakur,,1991-10-16,31,80006,2014,Male,Delhi Capitals,50008,107500000,No
90561,SO Hetmyer,Shimron Hetmyer,,1996-12-26,26,80020,2019,Male,Rajasthan Royals,50001,85000000,No
90562,Sohail Tanvir,Sohail Tanvir,,1984-12-12,38,80013,2008,Male,Rajasthan Royals,50001,4016000,Yes
90563,SP Fleming,Stephen Fleming,,1973-04-01,50,80011,2008,Male,Chennai Super Kings,50003,14056000,Yes
90564,SP Goswami,Shreevats Goswami,,1989-05-18,33,80006,2008,Male,Sunrisers Hyderabad,50006,10000000,Yes
90565,SP Jackson,Sheldon Jackson,,1986-09-27,36,80006,2013,Male,Kolkata Knight Riders,50004,6000000,No
90566,SP Narine,Sunil Narine,,1988-05-26,34,80020,2012,Male,Kolkata Knight Riders,50004,60000000,No
90567,SPD Smith,Steve Smith,,1989-06-02,33,80002,2010,Male,Sunrisers Hyderabad,50006,22000000,No
90568,SR Tendulkar,Sachin Tendulkar,,1973-04-24,49,80006,2008,Male,Mumbai Indians,50005,82800000,Yes
90569,SR Watson,Shane Watson,,1985-04-08,38,80002,2008,Male,Chennai Super Kings,50003,40000000,Yes
90570,SS Agarwal,Shubham Agarwal,,1993-11-21,29,80006,2017,Male,Gujarat Lions,50012,1000000,Yes
90571,SS Cottrell,Sheldon Cottrell,,1989-08-19,33,80020,2020,Male,Punjab Kings,50009,85000000,Yes
90572,SS Iyer,Shreyas Iyer,,1994-12-06,28,80006,2015,Male,Kolkata Knight Riders,50004,122500000,No
90573,SS Mundhe,Shrikant Mundhe,,1988-10-27,34,80006,2011,Male,Kolkata Knight Riders,50004,2000000,Yes
90574,SS Prabhudessai,Suyash Prabhudessai,,1997-12-06,25,80006,2021,Male,Royal Challengers Bangalore,50010,3000000,No
90575,SS Sarkar,Soumya Sarkar,,1990-06-29,32,80003,2008,Male,Gujarat Lions,50012,3000000,Yes
90576,SS Shaikh,Shoaib Shaikh,,1987-01-18,36,80006,2009,Male,Kolkata Knight Riders,50004,800000,Yes
90577,SS Tiwary,Saurabh Tiwary,,1989-12-30,33,80006,2008,Male,Punjab Kings,50009,5000000,No
90578,ST Jayasuriya,Sanath Jayasuriya,,1969-06-30,53,80017,2008,Male,Mumbai Indians,50005,45132750,Yes
90579,STR Binny,Stuart Binny,,1984-06-03,38,80006,2010,Male,Rajasthan Royals,50001,5000000,Yes
90580,Sunny Gupta,Sunny Gupta,,1988-09-27,34,80006,2012,Male,Delhi Capitals,50008,1000000,Yes
90581,Sunny Singh,Sunny Singh,,1989-06-06,33,80006,2011,Male,Punjab Kings,50009,3000000,Yes
90582,SV Samson,Sanju Samson,,1994-11-11,28,80006,2012,Male,Rajasthan Royals,50001,140000000,No
90583,SW Billings,Sam Billings,,1991-06-15,31,80004,2016,Male,Kolkata Knight Riders,50004,20000000,No
90584,SW Tait,Shaun Tait,,1983-02-22,40,80002,2009,Male,Kolkata Knight Riders,50004,90000000,Yes
90585,Swapnil Singh,Swapnil Singh,,1991-01-22,32,80006,2008,Male,Punjab Kings,50009,2000000,Yes
90586,T Banton,Tom Banton,,1998-11-11,24,80004,2020,Male,Kolkata Knight Riders,50004,10000000,Yes
90587,T Henderson,Tyron Henderson,,1974-08-01,48,80016,2009,Male,Rajasthan Royals,50001,31928000,Yes
90588,T Kohli,Taruwar Kohli,,1988-12-17,34,80006,2008,Male,Punjab Kings,50009,600000,Yes
90589,T Natarajan,T Natarajan,,1991-05-27,31,80006,2017,Male,Sunrisers Hyderabad,50006,40000000,No
90590,T Shamsi,Tabraiz Shamsi,,1990-02-18,33,80016,2016,Male,Rajasthan Royals,50001,2000000,Yes
90591,T Stubbs,Tristan Stubbs,,1985-04-08,38,80016,2008,Male,Royal Challengers Bangalore,50010,600000,Yes
90592,T Taibu,Tatenda Taibu,,1983-05-14,39,80021,2008,Male,Kolkata Knight Riders,50004,5020000,Yes
90593,T Thushara,Thilan Thushara,,1981-03-01,42,80017,2009,Male,Chennai Super Kings,50003,20000000,Yes
90594,TA Boult,Trent Boult,,1989-07-22,33,80011,2015,Male,Rajasthan Royals,50001,80000000,No
90595,TD Paine,Tim Paine,,1984-12-08,38,80002,2011,Male,Pune Warriors India,50014,13572900,Yes
90596,Tejas Baroka,Tejas Baroka,,1996-02-01,27,80006,2017,Male,Rajasthan Royals,50001,2000000,No
90597,TG Southee,Tim Southee,,1988-12-11,34,80011,2011,Male,Kolkata Knight Riders,50004,15000000,No
90598,TH David,Tim David,,1996-03-16,27,80015,2021,Male,Mumbai Indians,50005,82500000,No
90599,Tilak Varma,Tilak Varma,,2002-11-08,20,80006,2022,Male,Mumbai Indians,50005,17000000,No
90600,TK Curran,Tom Curran,,1995-03-12,28,80004,2018,Male,Delhi Capitals,50008,52500000,Yes
90601,TL Seifert,Tim Seifert,,1985-04-08,38,80011,2008,Male,Chennai Super Kings,50003,5000000,Yes
90602,TL Suman,Tirumalasetti Suman,,1983-12-15,39,80006,2009,Male,Sunrisers Hyderabad,50006,1000000,Yes
90603,TM Dilshan,Tillakaratne Dilshan,,1976-10-14,46,80017,2008,Male,Royal Challengers Bangalore,50010,34625500,Yes
90604,TM Head,Travis Head,,1993-12-29,29,80002,2015,Male,Royal Challengers Bangalore,50010,5000000,Yes
90605,TM Srivastava,Tanmay Srivastava,,1989-11-07,33,80006,2008,Male,Deccan Chargers,50002,800000,Yes
90606,TP Sudhindra,TP Sudhindra,,1984-04-24,38,80006,2012,Male,Deccan Chargers,50002,1000000,Yes
90607,TR Birt,Travis Birt,,1981-12-09,41,80002,2011,Male,Delhi Capitals,50008,1005400,Yes
90608,TS Mills,Tymal Mills,,1992-08-12,30,80004,2017,Male,Royal Challengers Bangalore,50010,15000000,No
90609,TU Deshpande,Tushar Deshpande,,1995-05-15,27,80006,2020,Male,Chennai Super Kings,50003,2000000,No
90610,U Kaul,Uday Kaul,,1987-12-02,35,80006,2008,Male,Mumbai Indians,50005,1200000,Yes
90611,UA Birla,Udit Birla,,1989-11-17,33,80006,2013,Male,Pune Warriors India,50014,800000,Yes
90612,UBT Chand,Unmukt Chand,,1993-03-26,30,80006,2011,Male,Mumbai Indians,50005,6500000,Yes
90613,Umar Gul,Umar Gul,,1984-04-14,39,80013,2008,Male,Kolkata Knight Riders,50004,6024000,Yes
90614,Umran Malik,Umran Malik,,1999-11-22,23,80006,2021,Male,Sunrisers Hyderabad,50006,40000000,No
90615,UT Khawaja,Usman Khawaja,,1986-12-18,36,80002,2016,Male,Rising Pune Supergiants,50015,10000000,Yes
90616,UT Yadav,Umesh Yadav,,1987-10-25,35,80006,2009,Male,Kolkata Knight Riders,50004,20000000,No
90617,V Kohli,Virat Kohli,,1988-11-05,34,80006,2008,Male,Royal Challengers Bangalore,50010,150000000,No
90618,V Pratap Singh,Veer Pratap Singh,,1992-05-03,30,80006,2012,Male,Delhi Capitals,50008,4000000,Yes
90619,V Sehwag,Virender Sehwag,,1978-10-20,44,80006,2008,Male,Punjab Kings,50009,32000000,Yes
90620,V Shankar,Vijay Shankar,,1991-01-26,32,80006,2013,Male,Gujarat Titans,50007,14000000,No
90621,VG Arora,Vaibhav Arora,,1997-12-14,25,80006,2020,Male,Punjab Kings,50009,6000000,No
90622,VH Zol,Vijay Zol,,1994-11-23,28,80006,2012,Male,Royal Challengers Bangalore,50010,3000000,Yes
90623,Virat Singh,Virat Singh,,1997-12-08,25,80006,2020,Male,Sunrisers Hyderabad,50006,19000000,Yes
90624,Vishnu Vinod,Vishnu Vinod,,1993-12-02,29,80006,2017,Male,Sunrisers Hyderabad,50006,20000000,No
90625,VR Aaron,Varun Aaron,,1989-10-29,33,80006,2010,Male,Gujarat Titans,50007,5000000,No
90626,VR Iyer,Venkatesh Iyer,,1994-12-25,28,80006,2021,Male,Kolkata Knight Riders,50004,80000000,No
90627,VRV Singh,V. R. V. Singh,,1984-09-17,38,80006,2008,Male,Punjab Kings,50009,4000000,Yes
90628,VS Malik,Vikramjeet Malik,,1983-05-09,39,80006,2009,Male,Gujarat Lions,50012,2000000,Yes
90629,VS Yeligati,Vikrant Yeligati,,1985-04-23,37,80006,2008,Male,Mumbai Indians,50005,600000,Yes
90630,VVS Laxman,V.V.S. Laxman,,1974-11-01,48,80006,2008,Male,Kochi Tuskers Kerala,50013,18400000,Yes
90631,VY Mahesh,Yo Mahesh,,1987-12-21,35,80006,2008,Male,Sunrisers Hyderabad,50006,3000000,Yes
90632,W Jaffer,Wasim Jaffer,,1978-02-16,45,80006,2008,Male,Royal Challengers Bangalore,50010,6000000,Yes
90633,WA Mota,Wilkin Mota,,1981-09-20,41,80006,2008,Male,Punjab Kings,50009,1200000,Yes
90634,Washington Sundar,Washington Sundar,,1998-11-26,24,80006,2017,Male,Sunrisers Hyderabad,50006,87500000,No
90635,WD Parnell,Wayne Parnell,,1989-07-30,33,80016,2010,Male,Delhi Capitals,50008,10000000,Yes
90636,WP Saha,Wriddhiman Saha,,1984-10-24,38,80006,2008,Male,Gujarat Titans,50007,19000000,Yes
90637,WPUJC Vaas,Chaminda Vaas,,1974-01-27,49,80017,2008,Male,Deccan Chargers,50002,9258000,Yes
90638,X Thalaivan Sargunam,Thalaivan Sargunam,,1985-05-15,37,80006,2013,Male,Sunrisers Hyderabad,50006,1000000,Yes
90639,Y Gnaneswara Rao,Gnaneswara Rao,,1984-08-25,38,80006,2011,Male,Kochi Tuskers Kerala,50013,3000000,Yes
90640,Y Nagar,Yogesh Nagar,,1990-01-06,33,80006,2008,Male,Delhi Capitals,50008,2000000,Yes
90641,Y Prithvi Raj,Prithvi Raj,,1998-02-20,25,80006,2019,Male,Kolkata Knight Riders,50004,2000000,No
90642,Y Venugopal Rao,Venugopal Rao,,1982-02-26,41,80006,2008,Male,Sunrisers Hyderabad,50006,5500000,Yes
90643,YA Abdulla,Yusuf Abdulla,,1983-01-17,40,80016,2009,Male,Punjab Kings,50009,2314500,Yes
90644,Yash Dayal,Yash Dayal,,1997-12-13,25,80006,2022,Male,Gujarat Titans,50007,32000000,No
90645,Yashpal Singh,Yashpal Singh,,1981-11-27,41,80006,2008,Male,Kochi Tuskers Kerala,50013,3000000,Yes
90646,YBK Jaiswal,Yashasvi Jaiswal,,2001-12-28,21,80006,2020,Male,Rajasthan Royals,50001,40000000,No
90647,YK Pathan,Yusuf Pathan,,1982-11-17,40,80006,2008,Male,Sunrisers Hyderabad,50006,19000000,Yes
90648,Younis Khan,Younis Khan,,1977-11-29,45,80013,2008,Male,Rajasthan Royals,50001,9036000,Yes
90649,YS Chahal,Yuzvendra Chahal,,1990-07-23,32,80006,2011,Male,Rajasthan Royals,50001,65000000,No
90650,Yuvraj Singh,Yuvraj Singh,,1981-12-12,41,80006,2008,Male,Mumbai Indians,50005,10000000,Yes
90651,YV Takawale,Yogesh Takawale,,1984-11-05,38,80006,2008,Male,Royal Challengers Bangalore,50010,1000000,Yes
90652,Z Khan,Zaheer Khan,,1998-12-20,24,80001,2018,Male,Rajasthan Royals,50001,6000000,Yes
90653,Aamir Kaleem,Aamir Kaleem,,,,,,,,,,
90654,Aaron Phangiso,Aaron Phangiso,,,,,,,,,,
90655,Abdulahad Malek,Abdulahad Malek,,,,,,,,,,
90656,Abhimanyu Easwaran,Abhimanyu Easwaran,,,,,,,,,,
90657,Abhinav Kumar,Abhinav Kumar,,,,,,,,,,
90658,Abhinav Sadarangani,Abhinav Sadarangani,,,,,,,,,,
90659,Aditya Angle,Aditya Angle,,,,,,,,,,
90660,Aditya Garhwal,Aditya Garhwal,,,,,,,,,,
90661,Agnivesh Ayachi,Agnivesh Ayachi,,,,,,,,,,
90662,Ahsan Malik,Ahsan Malik,,,,,,,,,,
90663,Ajay Lalcheta,Ajay Lalcheta,,,,,,,,,,
90664,Ajitesh Argal,Ajitesh Argal,,,,,,,,,,
90665,Akash Bhandari,Akash Bhandari,,,,,,,,,,
90666,Akash Madhwal,Akash Madhwal,,,,,,,,,,
90667,Akhil Herwadkar,Akhil Herwadkar,,,,,,,,,,
90668,Akshay Karnewar,Akshay Karnewar,,,,,,,,,,
90669,Akshay Wakhare,Akshay Wakhare,,,,,,,,,,
90670,Al Amin Hossain,Al Amin Hossain,,,,,,,,,,
90671,Alasdair Evans,Alasdair Evans,,,,,,,,,,
90672,Ali Khan,Ali Khan,,,,,,,,,,
90673,Amanpreet Singh,Amanpreet Singh,,,,,,,,,,
90674,Amir Ali,Amir Ali,,,,,,,,,,
90675,Amir Hamza Hotak,Amir Hamza Hotak,,,,,,,,,,
90676,Amit Singh,Amit Singh,,,,,,,,,,
90677,Amit Yadav,Amit Yadav,,,,,,,,,,
90678,Amitoze Singh,Amitoze Singh,,,,,,,,,,
90679,Andre Fletcher,Andre Fletcher,,,,,,,,,,
90680,Andrew McBrine,Andrew McBrine,,,,,,,,,,
90681,Aneeshwar Gautam,Aneeshwar Gautam,,,,,,,,,,
90682,Aniruddha Joshi,Aniruddha Joshi,,,,,,,,,,
90683,Ankush Bains,Ankush Bains,,,,,,,,,,
90684,Ansh Patel,Ansh Patel,,,,,,,,,,
90685,Anshuman Rath,Anshuman Rath,,,,,,,,,,
90686,Anunay Singh,Anunay Singh,,,,,,,,,,
90687,Anup Revandkar,Anup Revandkar,,,,,,,,,,
90688,Apoorv Wankhade,Apoorv Wankhade,,,,,,,,,,
90689,Arisht Singhvi,Arisht Singhvi,,,,,,,,,,
90690,Arjun Tendulkar,Arjun Tendulkar,,,,,,,,,,
90691,Armaan Jaffer,Armaan Jaffer,,,,,,,,,,
90692,Aryaman Birla,Aryaman Birla,,,,,,,,,,
90693,Aryan Juyal,Aryan Juyal,,,,,,,,,,
90694,Asela Gunaratne,Asela Gunaratne,,,,,,,,,,
90695,Asghar Afghan,Asghar Afghan,,,,,,,,,,
90696,Ashok Sharma,Ashok Sharma,,,,,,,,,,
90697,Ashraf Makda,Ashraf Makda,,,,,,,,,,
90698,Ashwell Prince,Ashwell Prince,,,,,,,,,,
90699,Ashwin Hebbar,Ashwin Hebbar,,,,,,,,,,
90700,Atharva Taide,Atharva Taide,,,,,,,,,,
90701,Atul Sharma,Atul Sharma,,,,,,,,,,
90702,Azhar Mehmood,Azhar Mehmood,,,,,,,,,,
90703,Baba Aparajith,Baba Aparajith,,,,,,,,,,
90704,Babar Hayat,Babar Hayat,,,,,,,,,,
90705,Baltej Singh,Baltej Singh,,,,,,,,,,
90706,Bandaru Ayyappa,Bandaru Ayyappa,,,,,,,,,,
90707,Bavanaka Sandeep,Bavanaka Sandeep,,,,,,,,,,
90708,Ben Cooper,Ben Cooper,,,,,,,,,,
90709,Ben Dwarshuis,Ben Dwarshuis,,,,,,,,,,
90710,Benny Howell,Benny Howell,,,,,,,,,,
90711,Bilal Khan,Bilal Khan,,,,,,,,,,
90712,BN Bharath,BN Bharath,,,,,,,,,,
90713,Boyd Rankin,Boyd Rankin,,,,,,,,,,
90714,Brendan Taylor,Brendan Taylor,,,,,,,,,,
90715,Burt Cockley,Burt Cockley,,,,,,,,,,
90716,Callum McLeod,Callum McLeod,,,,,,,,,,
90717,Cameron Delport,Cameron Delport,,,,,,,,,,
90718,Chaitanya Bishnoi,Chaitanya Bishnoi,,,,,,,,,,
90719,Chama Milind,Chama Milind,,,,,,,,,,
90720,Chamika Karunaratne,Chamika Karunaratne,,,,,,,,,,
90721,Chezhian Harinishanth,Chezhian Harinishanth,,,,,,,,,,
90722,Chirag Jani,Chirag Jani,,,,,,,,,,
90723,Chirag Pathak,Chirag Pathak,,,,,,,,,,
90724,Chirag Suri,Chirag Suri,,,,,,,,,,
90725,Chris Barnwell,Chris Barnwell,,,,,,,,,,
90726,Dawlat Zadran,Dawlat Zadran,,,,,,,,,,
90727,Deepak Chougule,Deepak Chougule,,,,,,,,,,
90728,Deepak Punia,Deepak Punia,,,,,,,,,,
90729,Dheeraj Jadhav,Dheeraj Jadhav,,,,,,,,,,
90730,Dhruv Jurel,Dhruv Jurel,,,,,,,,,,
90731,Digvijay Deshmukh,Digvijay Deshmukh,,,,,,,,,,
90732,Dinesh Chandimal,Dinesh Chandimal,,,,,,,,,,
90733,Dominic Drakes,Dominic Drakes,,,,,,,,,,
90734,Dominic Thornley,Dominic Thornley,,,,,,,,,,
90735,Donald Tiripano,Donald Tiripano,,,,,,,,,,
90736,Duan Jansen,Duan Jansen,,,,,,,,,,
90737,Ed Joyce,Ed Joyce,,,,,,,,,,
90738,Eklak Ahmid,Eklak Ahmid,,,,,,,,,,
90739,Finn Allen,Finn Allen,,,,,,,,,,
90740,G Periyasamy,G Periyasamy,,,,,,,,,,
